sentence_id,origin_sentence,category,new_category,model_reasoning
338089," ברור שאם טענת הנאשם נכונה, הרי גירסתה של המתלוננת שקרית שכן היא העידה, מפורשות שהנאשם החדיר את איבר-מינו לתוך איבר-מינה ומי שסובל מאימפוטנציה לא יכול לעשות כן","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי,המשפט מציג ניתוח לוגי מותנה של סתירה פוטנציאלית בין הגרסאות ואינו מבטא קביעה של השופט לגבי מהימנות עדות המתלוננת בפועל.
335331,"התרשמתי כי עדותה של המתלוננת מהימנה וכי היא תיארה את האירועים כהווייתם, ללא הפרזה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט מבטא התרשמות חיובית של בית המשפט ממהימנותה של המתלוננת ומכנות עדותה ללא הגזמות.
365143,"משמצאתי כי גרסתו של המתלונן מהימנה ומשכנעת בעיני ופרטתי את נימוקי למתן האמון בגרסתו של המתלונן, יש בכך כדי מילוי דרישת חובת ההנמקה על פי דין",לא רלוונטי,"קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",השופט קובע כי עדות המתלונן נמצאה מהימנה ומשכנעת בעיניו.
350777,"         אב""ד מצאה את עדותה של המתלוננת אמינה ובאה לידי מסקנה, כי ניתן להרשיע את הנאשם בעבירות בה היא מציעה להרשיעו תוך התבססות על עדותה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט מתאר את קבלת עדותה של המתלוננת כמהימנה ואמינה כבסיס יחיד או מרכזי להרשעת הנאשם.
441047,גרסתה של המתלוננת לגבי מהלך השיחה שונה,עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט,לא רלוונטי,המשפט מתאר הבדל עובדתי בין הגרסאות ואינו מבטא את הערכת השופט לגבי מהימנותה של המתלוננת.
444864,"כידוע,  ל, התשט""ו-1955, קובע כי אמנם עדותה של המתלוננת בפני חוקרת הילדים כשרה להתקבל כראיה, אך אין להרשיע על-פיה ""אלא אם יש לה סיוע בראיה אחרת""","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מהווה דיון משפטי תאורטי כללי לגבי דרישת הסיוע בחוק ואינו מבטא הערכה של השופט לגבי מהימנות המתלוננת במקרה הנדון.
430959," זאת ועוד, הסניגור ניסה, לאורך כל החקירה הנגדית, לשכנענו כי גרסתה של המתלוננת שיקרית, בדויה ואינה מתקבלת על הדעת, אולם תשובותיה והסבריה של המתלוננת היו פשוטות, ברורות והגיוניות, תוך שהיא נותרה איתנה בגרסתה בחקירה ראשית","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","המשפט מתאר את תשובותיה של המתלוננת כברורות, הגיוניות ועקביות גם תחת חקירה נגדית, דבר המעיד על גרסה ברורה ואיתנה."
486641," מן האמור לעיל עולה, כי גרסתו של מתלונן ב' קוהרנטית ומהימנה בפני עצמה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט קובע כי גרסת המתלונן היא קוהרנטית ומהימנה בפני עצמה, דבר המבטא הערכה חיובית של מהימנות העדות."
461577," עדותה של המתלוננת אמינה כפליים, משכנעת ארבעתיים ומסתברת שבעתיים","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט מביע הערכה חיובית ביותר לגבי אמינותה ומהימנותה הגבוהה של עדות המתלוננת.
494976,"גירסתה של הקטינה כפי שנשטחה על ידה בביהמ""ש, עקבית לזו שמסרה לחוקרת הילדים (ת/4, ת/5 – קלטת ותמליל שיחה)","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט מבסס את אמינות גרסתה של הקטינה על בסיס העקביות שבין עדותה בבית המשפט לבין דבריה לחוקרת הילדים.
486707," גרסתו של מתלונן ג' מהימנה עליי, כשלעצמה, אולם בכך לא סגי","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,"המשפט קובע כי עדות המתלונן אמנם מהימנה כשלעצמה, אך אין בה די כדי להרשיע ללא תוספת ראייתית."
495097,"עדותה של הקטינה, הן בפני חוקרת הילדים והן בפניי, היתה שוטפת וכנה והיו שזורים בה פרטים רבים המעידים על אותנטיות","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,"המשפט מתאר קבלה של עדות הקטינה כמהימנה ואותנטית, הן בפני בית המשפט והן בפני חוקרת הילדים."
547468,מהימנות עדותה  של המתלוננת לנאשם ולמתלוננת גרסאות שונות וסותרות באשר למה שהתרחש במחסן ביום 11,לא רלוונטי,לא רלוונטי,המשפט מהווה כותרת והצגת המחלוקת הגרסתית בין הצדדים ללא הבעת עמדה או הערכת מהימנות מצד השופט.
504551," עדותה של המתלוננת מהימנה, היא השתדלה מאוד לדייק והרבתה בפרטים לרבות נקיבת שמות של מקומות ואנשים שראו אותה והיו איתה בקשר במהלך האירועים, לרבות חבריו ושותפיו לדירה של הנאשם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",המשפט מדגיש את קבלת עדותה של המתלוננת כמהימנה בזכות הפירוט הרב והדיוק בפרטים שמסרה בעדותה.
496515,"מהימנות עדות המתלוננת עדותה של המתלוננת קוהרנטית, אותנטית, עקבית ומעוררת אמון והיא גם עשתה מאמץ להיצמד לאמת ולהימנע מהגזמה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט מדגיש את אמינותה, כנותה ומהימנותה הגבוהה של עדות המתלוננת ללא הגזמות."
547715,מהימנות עדות הנאשם עדותה של המתלוננת אמינה ביותר והדבר בולט על רקע אי מהימנותה של עדות הנאשם,אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,המשפט משווה בין עדותה האמינה של המתלוננת לבין עדותו הבלתי אמינה של הנאשם ומעדיף את גרסתה.
