sentence_id,origin_sentence,category,new_category
649096," ביהמ""ש נדרש לשאלת מהימנות עדותה של הבת וציין כי הוא נותן בה אמון מלא וכי לפי ההלכה, גם אם עדותה של מתלוננת בעבירות מין איננה מושלמת, אין פירושו שהיא איננה שלֵמה, מה גם שמדובר בקטינה המצויה בשנים הקריטיוֹת להתפתחותה","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
656728," מעשים אלה אינם מחייבים כי על גופו של הנאשם יישארו אי אלו סימנים, בפרט לאור עדותה של המתלוננת כי ככל הנראה לא גידלה ציפורניים, ולא ברור מה היתה עוצמת הבעיטה בנאשם, ומשכך אין בהעדר סימנים כדי לשלול את גירסתה","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
662714,"עדויותיהן של המתלוננות היו מפורטות, עקביות וממוקדות","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
702540," גרסת המאשימה התבססה על ראיות רבות, שנארגו זו בזו ותמכו בגרסתו של המתלונן, שאת עדותו מצאתי מהימנה ביותר",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
662826," לפיכך, וכפי שפירטתי לעיל, אני ערה לעובדה, כי גרסתן של המתלוננות, מטבע הדברים, איננה נקייה מסתירות, אף על פי כן, ""סתירות"" אלו אינן אלא אי דיוקים בפרטים שאינם בהכרח רלבנטיים תמונה הכוללת ולפרטי העבירה, ואין בהן כדי להשמיט את הקרקע תחת טענותיהן","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
742424," בכל הנוגע למעשה האינוס עצמו - גם כאן גירסתה של המתלוננת ברורה, עִקבית וחד-משמעית","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
733158,"אכן עדותה של המתלוננת בביהמ""ש אינה מאורגנת ומסודרת, לא תמיד מתוארים הארועים בסדר כרונולוגי ואף לא ברורים המעברים מארוע אחד למשנהו","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
798733," גרסתה של המתלוננת איננה איתנה אך מתוך עצמה, אלא היא נתמכת ומתחזקת בשורה של ראיות חיצוניות, המעבות אותה",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
745758,"גירסתה של המתלוננת ברורה, סדורה וקוהרנטית","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
825950,"אני קובע כי עדותה של המתלוננת אמינה, היא חוותה ארועים קשים של אינוס ומעשי סדום, עדותה נתמכת בסימני חדירה, הימצאות תאי זרע  על גופה ובמצבה הנפשי הקשה",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
782843," אף תיאורה של המתלוננת באשר לאופן קרות המעשים המגונים, נשוא האישום הראשון והשני, אינו נקי מספקות","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
845246,"הסנגור טוען כי עדותה של המתלוננת מוגזמת וכי תיאוריה לא משתלבים במבחן ההיגיון והשכל הישר, כאשר לדבריה התהלכה ברחוב, כ- 20 דקות, בעוד הנאשם  צמוד אליה, וממשיך לנגוע בישבנה כאשר כלבה לידה, וכי תשובתה לעניין זה אינה הגיונית, כאשר היא טוענת כי לא רצתה לשסות את כלבה בנאשם כדי שהכלב לא ילקח להסגר",עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט,לא רלוונטי
844481, מקובלת עלי עדותה של המתלוננת שהיתה מאד נרגשת במשטרה ויתכן ונרשם בטעות שהסכין היתה לידו ולא בידו,"אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
846862,תיאורה של המתלוננת בבית משפט בעניין זה הינו מפורט ועקבי ואף תואם את גרסתה במשטרה,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
828807,"בסיכומו של דבר טוענת שרית סבג שהיום, כאשר היא מנוסה בחקירות, מעורבות כזו של משפחה לא תתאפשר (עמ' 257), אך בסופו של דבר עדותה של המתלוננת הייתה כל כך ארוכה ומפורטת, שלא ברור עד כמה ניתן היה להשפיע עליה (עמ' 257)","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים
848745,"מאחר וקבעתי כי עדותה של המתלוננת לעניין האירוע אמינה וגירסתו של הנאשם אף מחזקת אותה (אם כי מנסה הוא ""לגמדה"" ולהציגה באור תמים), באשר לקיומה של הנשיקה בלא הסכמתה הממשית פוזיטיבית של המתלוננת כנדרש עפ""י הסעיף, ולכן מתקיים היסוד הפיסי של העבירה",אמינה בגלל שהנאשם לא אמין,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
847307," יודגש כי אינני קובעת שעדותו של המתלונן כולה שקרית; מובטחני כי פרטים שונים שמסר, הן באשר למפגש בחדר העבודה, כמו גם פרטים אחדים באירוע שבחדר השינה - היו גם היו","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
854464,"גרסתם של הקטין והמתלונן שונה במקצת, ולדבריהם הנאשם נגע בהם מעל הבגדים, לא ליד איבר המין אלא באיבר המין עצמו, ועשה זאת כמה וכמה פעמים אף שאינם נוקבים במספר מדויק ולגרסת הקטין באירוע שהתרחש בדשא, הנאשם אחז בו בתנועת לפיתה, התיישב והושיב גם אותו, כשידו אוחזת באיבר מינו",לא רלוונטי,לא רלוונטי
854397,"עדותו של המתלונן נתמכת בראיות נוספות, ובראש וראשונה בגרסה המתפתחת של הנאשם עצמו, שבסופו של דבר הודה למעשה בכל הפרטים של המעשים המגונים שיוחסו לו בכתב האישום, שהוזכרו גם בעדותו של המתלונן, למרות השוני בפרטים שונים בין גרסתו ובין גרסת המתלונן, שאין בו כדי להשפיע על עצם ההרשעה בעבירות הללו",אמינה בגלל שהנאשם לא אמין,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
856037, עדותה של המתלוננת אמינה עלי ואני נותנת בה אמון מלא,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
